,Name,Combined Score
1334,Sensory System Disease,0.89
1335,Arteriovenous Malformations Of The Brain,0.98
1336,Disease Of Mental Health,0.88
1337,Kanzaki Disease,1.22
1338,Ovarian Stromal Hyperthecosis,1.5
1339,"Maturity-Onset Diabetes Of The Young, Type 1",1.1
1340,Substance Abuse,1.94
1341,"Hydrops Fetalis, Nonimmune",3.86
1342,Polydactyly,0.99
1343,Influenza,1.72
1344,Tetraamelia Syndrome 2,2.84
1345,Cornea Plana,1.21
1346,Dentinogenesis Imperfecta,1.06
1347,Extraocular Retinoblastoma,2.72
1348,Endometrial Cancer,16.93
1349,Acute Promyelocytic Leukemia,3.2800000000000002
1350,Hyperthyroidism,1.14
1351,Functioning Pituitary Adenoma,2.16
1352,Multiple Carboxylase Deficiency,1.3
1353,Marginal Zone Lymphoma,1.06
1354,Neutropenia,3.62
1355,Autosomal Agammaglobulinemia,2.29
1356,Peroxisome Biogenesis Disorder 11a,1.34
1357,Frontotemporal Dementia And/Or Amyotrophic Lateral Sclerosis 1,3.54
1358,Teratoma,1.0
1359,Chronic Granulomatous Disease,0.95
1360,Breast Adenocarcinoma,7.87
1361,Clear Cell Meningioma,1.21
1362,Hyperprolinemia,2.4
1363,Primary Mediastinal B-Cell Lymphoma,2.27
1364,Diabetic Macular Edema,1.09
1365,Familial Adenomatous Polyposis 2,2.22
1366,Accommodative Esotropia,1.31
1367,Follicular Lymphoma,2.75
1368,Autoimmune Disease Of Skin And Connective Tissue,2.88
1369,Neurodevelopmental Disorder With Dysmorphic Facies And Distal Limb Anomalies,2.4
1370,Severe Congenital Neutropenia,2.82
1371,Systemic-Onset Juvenile Idiopathic Arthritis,2.17
1372,Syndromic Intellectual Disability,0.87
1373,Suppurative Otitis Media,1.21
1374,"Thyroid Hormone Resistance, Generalized, Autosomal Dominant",2.83
1375,Epididymis Disease,1.15
1376,Myoclonic Epilepsy Of Lafora 1,2.0
1377,Bardet-Biedl Syndrome 8,1.39
1378,"Hyperoxaluria, Primary, Type I",3.01
1379,Ovarian Serous Carcinoma,2.04
1380,Pulmonary Fibrosis,5.03
1381,Donnai-Barrow Syndrome,2.38
1382,Ovarian Disease,3.59
1383,Androgenic Alopecia,1.13
1384,Short Syndrome,3.18
1385,"Lymphoma, Hodgkin, Classic",1.22
1386,Reproductive Organ Benign Neoplasm,2.05
1387,Cryoglobulinemia,1.15
1388,Hodgkin'S Lymphoma,0.91
1389,Celiac Disease,3.38
1390,Intussusception,1.13
1391,Scrotum Squamous Cell Carcinoma,3.0
1392,Weill-Marchesani Syndrome,2.03
1393,Neurodegeneration With Brain Iron Accumulation 1,1.03
1394,Clubfoot,0.92
1395,Vascular Disease,5.13
1396,Mediastinum Teratoma,1.21
1397,Lipoadenoma,2.78
1398,Aortic Atherosclerosis,1.14
1399,Intraventricular Meningioma,1.39
1400,"Ceroid Lipofuscinosis, Neuronal, 2",1.26
1401,Leber Plus Disease,1.5
1402,"Ceroid Lipofuscinosis, Neuronal, 8, Northern Epilepsy Variant",2.37
1403,Pulmonary Systemic Sclerosis,1.12
1404,Decubitus Ulcer,2.22
1405,Spinal Cord Melanoma,1.23
1406,"Mitochondrial Complex V   Deficiency, Nuclear Type 3",1.23
1407,Skin Papilloma,1.14
1408,Bile Duct Disease,0.94
1409,Diffuse Pulmonary Fibrosis,1.33
1410,Motor Neuron Disease,1.8
1411,Benign Familial Infantile Epilepsy,1.0
1412,Central Nervous System Lymphoma,1.1
1413,Ablepharon-Macrostomia Syndrome,1.31
1414,Autism,4.42
1415,Trachoma,1.23
1416,X-Linked Emery-Dreifuss Muscular Dystrophy,1.09
1417,Solar Retinopathy,1.36
1418,Uterine Corpus Endometrial Carcinoma,4.92
1419,Desmoid Tumor,1.07
1420,Extrinsic Cardiomyopathy,2.0
1421,Autosomal Recessive Intellectual Disability 58,5.66
1422,Li-Fraumeni Syndrome,3.91
1423,End Stage Renal Disease,0.98
1424,Acute Necrotizing Pancreatitis,1.23
1425,Polycystic Ovary Syndrome,2.18
1426,Peritoneal Mesothelioma,1.16
1427,Myopia,4.77
1428,"Fanconi Anemia, Complementation Group O",4.7
1429,Optic Nerve Neoplasm,1.24
1430,Cartilage-Hair Hypoplasia,3.94
1431,Factitious Disorder,1.33
1432,Facial Paralysis,1.11
1433,Granular Corneal Dystrophy,1.23
1434,Enophthalmos,1.07
1435,Leptospirosis,1.14
1436,Pulmonary Interstitial Emphysema,1.42
1437,Fallopian Tube Benign Neoplasm,3.0
1438,"Fanconi Anemia, Complementation Group I",2.2
1439,Autosomal Recessive Robinow Syndrome,1.06
1440,"Leukemia, Acute Lymphoblastic",3.1100000000000003
1441,Angiomatous Meningioma,1.33
1442,Aicardi-Goutieres Syndrome,0.88
1443,"Squamous Cell Carcinoma, Head And Neck",8.53
1444,Liver Cirrhosis,1.02
1445,Connective Tissue Cancer,0.93
1446,Adult-Onset Still'S Disease,2.32
1447,Premature Menopause,9.49
1448,Pancreatic Serous Cystic Neoplasm,2.78
1449,Prostate Adenoid Cystic Carcinoma,1.5
1450,Dystonia,3.2
1451,Ovarian Solid Teratoma,1.5
1452,"Pulmonary Disease, Chronic Obstructive",0.89
1453,"Muscular Dystrophy, Limb-Girdle, Autosomal Recessive 2",1.19
1454,Lobular Neoplasia,2.36
1455,Spastic Paraplegia-Paget Disease Of Bone Syndrome,2.83
1456,Adenomyosis,2.2
1457,Autoimmune Myocarditis,2.23
1458,Atransferrinemia,1.27
1459,Advanced Sleep Phase Syndrome,1.07
1460,"Muscular Dystrophy, Becker Type",1.69
1461,"Stroke, Ischemic",5.0600000000000005
1462,Brain Cancer,3.37
1463,Weill-Marchesani Syndrome 2,2.83
1464,Fasciitis,1.1
1465,Galloway-Mowat Syndrome 10,2.83
1466,"Ceroid Lipofuscinosis, Neuronal, 7",1.27
1467,Gingival Recession,2.42
1468,Generalized Resistance To Thyroid Hormone,2.83
1469,"Inflammatory Bowel Disease, Immunodeficiency, And Encephalopathy",2.83
1470,Hyperinsulinism,1.98
1471,"Mucopolysaccharidosis, Type Ix",1.36
1472,Gnathodiaphyseal Dysplasia,2.42
1473,Skin Squamous Cell Carcinoma,2.95
1474,Ectodermal Dysplasia,3.58
1475,Orofacial Cleft,3.3200000000000003
1476,Retinoblastoma,9.459999999999999
1477,Hypertelorism,1.67
1478,Vaginal Cancer,2.34
1479,Xeroderma Pigmentosum Group G,2.06
1480,"Mucopolysaccharidosis, Type Iiib",1.09
1481,"Hypocalciuric Hypercalcemia, Familial, Type Ii",2.62
1482,Proteasome-Associated Autoinflammatory Syndrome 1,1.01
1483,Combined Oxidative Phosphorylation Deficiency 7,1.36
1484,Postcholecystectomy Syndrome,1.39
1485,Hereditary Sensory Neuropathy,2.12
1486,Oropharynx Cancer,3.04
1487,Chest Wall Lipoma,1.36
1488,Ovary Transitional Cell Carcinoma,3.0
1489,Pleomorphic Adenoma,1.09
1490,"Renal Cell Carcinoma, Nonpapillary",2.2
1491,Invasive Bladder Transitional Cell Carcinoma,1.27
1492,Metal Metabolism Disorder,1.0
1493,Lung Sarcoma,1.33
1494,Acquired Immunodeficiency Syndrome,0.96
1495,Chronic Cervicitis,1.27
1496,Geleophysic Dysplasia 1,1.29
1497,Adult Liposarcoma,1.33
1498,Interstitial Lung Disease 2,4.84
1499,Estrogen-Receptor Negative Breast Cancer,4.48
1500,Bone Osteosarcoma,1.93
1501,Testicular Disease,3.99
1502,Secretory Meningioma,1.29
1503,Myelomeningocele,1.14
1504,Osteoarthritis,2.8400000000000003
1505,Primary Peritoneal Carcinoma,5.34
1506,Alpha-Methylacyl-Coa Racemase Deficiency,1.18
1507,Alcoholic Hepatitis,7.71
1508,Eustachian Tube Disease,1.42
1509,Familial Thoracic Aortic Aneurysm And Aortic Dissection,5.45
1510,Breast Myofibroblastoma,1.36
1511,Fibrosarcoma,7.08
1512,Mucopolysaccharidosis Iii,1.99
1513,Penile Disease,2.2
1514,Robinow Syndrome,1.14
1515,"Mannosidosis, Alpha B, Lysosomal",1.05
1516,Breast Carcinoma In Situ,3.06
1517,Coronary Heart Disease 1,0.78
1518,Adenoma,4.12
1519,Retinal Degeneration,0.82
1520,Anterior Uveitis,1.24
1521,46 Xx Gonadal Dysgenesis,0.92
1522,Tetanus Neonatorum,2.54
1523,Pleomorphic Adenoma Carcinoma,1.27
1524,Ulcerative Colitis,4.38
1525,Parathyroid Gland Disease,2.1
1526,Paget'S Disease Of Bone,5.1
1527,Lactocele,1.42
1528,Hypotrichosis 8,1.18
1529,Oculogastrointestinal Neurodevelopmental Syndrome,2.83
1530,Lichen Planus,1.07
1531,Prader-Willi Syndrome,0.83
1532,Crouzon Syndrome,1.04
1533,Alpha-Aminoadipic And Alpha-Ketoadipic Aciduria,1.36
1534,Tonsillitis,1.12
1535,Spindle Cell Lipoma,1.31
1536,Prostate Cancer,27.37
1537,Brain Glioblastoma Multiforme,1.2
1538,Immunodeficiency 47,0.95
1539,"Hand, Foot And Mouth Disease",1.15
1540,Familial Retinoblastoma,5.39
1541,Pulmonary Hypertension,5.95
1542,Polycystic Kidney Disease 4 With Or Without Polycystic Liver Disease,2.7800000000000002
1543,Breast Cyst,1.32
1544,Subclavian Artery Aneurysm,1.5
1545,Brugada Syndrome 9,1.31
1546,Pyelitis,1.1
1547,Neuromyelitis Optica,1.08
1548,Myocarditis,2.9
1549,Renal Tubular Transport Disease,1.04
1550,Velocardiofacial Syndrome,1.9
1551,Filariasis,1.23
1552,Bacterial Meningitis,1.09
1553,Combined Oxidative Phosphorylation Deficiency 18,1.39
1554,Neurodegeneration With Brain Iron Accumulation 3,1.2
1555,"Periodic Fever, Familial, Autosomal Dominant",1.14
1556,Joubert Syndrome 31,1.5
1557,Paraganglioma,1.86
1558,Immunodeficiency-Centromeric Instability-Facial Anomalies Syndrome,1.01
1559,Neovascular Glaucoma,2.34
1560,Chromosome 15q26-Qter Deletion Syndrome,1.38
1561,"Neuropathy, Hereditary Sensory And Autonomic, Type Iii",2.24
1562,"Fanconi Anemia, Complementation Group F",4.6
1563,Small Cell Carcinoma,1.05
1564,Van Maldergem Syndrome 2,1.31
1565,Type 2 Diabetes Mellitus,12.97
1566,"Autoimmune Interstitial Lung, Joint, And Kidney Disease",2.83
1567,Acne,3.2
1568,Bubonic Plague,1.18
1569,Allergic Contact Dermatitis,1.0
1570,Autoimmune Lymphoproliferative Syndrome,0.91
1571,Diarrhea,2.78
1572,Ocular Cancer,0.94
1573,Cataract 23,1.27
1574,Gastroduodenal Crohn'S Disease,1.24
1575,Rasopathy,3.33
1576,Acute Salpingo-Oophoritis,1.29
1577,Bardet-Biedl Syndrome 16,2.53
1578,Capillary Hemangioma,3.26
1579,"Hypocalciuric Hypercalcemia, Familial, Type Iii",2.58
1580,Corneal Neovascularization,1.23
1581,Colorectal Cancer,28.44
1582,Ovarian Benign Neoplasm,2.38
1583,Water-Clear Cell Adenoma,3.0
1584,Wilms Tumor 5,3.84
1585,Chondroblastoma,1.16
1586,Hereditary Hemorrhagic Telangiectasia,3.75
1587,"Charcot-Marie-Tooth Disease, Type 4b1",1.19
1588,Gastrointestinal Lymphoma,1.27
1589,Familial Lipoprotein Lipase Deficiency,1.26
1590,"Inflammatory Bowel Disease 25, Autosomal Recessive",2.55
1591,Lung Giant Cell Carcinoma,1.24
1592,Esophageal Cancer,7.6
1593,Psoriasis,1.16
1594,Nosophobia,3.0
1595,"Meningioma, Familial",1.07
1596,Periostitis,2.42
1597,Bruck Syndrome,1.15
1598,Anterior Foramen Magnum Meningioma,1.5
1599,"Fanconi Anemia, Complementation Group A",10.44
1600,Lung Combined Type Small Cell Carcinoma,2.4
1601,"Dermatitis, Atopic",2.53
1602,Conotruncal Heart Malformations,2.47
1603,Chronic Fatigue Syndrome,1.03
1604,Trichomoniasis,1.2
1605,Proliferative Fasciitis,1.39
1606,Generalized Anxiety Disorder,1.09
1607,Corpus Luteum Cyst,1.33
1608,Spermatogenic Failure 51,2.4
1609,Donohue Syndrome,1.24
1610,Schindler Disease,1.23
1611,"Neurodegeneration With Ataxia, Dystonia, And Gaze Palsy, Childhood-Onset",2.83
1612,Urinary Tract Infection,1.01
1613,Kidney Disease,3.27
1614,Chondrosarcoma,1.12
1615,"Parkinson Disease 23, Autosomal Recessive Early-Onset",1.5
1616,Acute Erythroid Leukemia,1.06
1617,Hereditary Breast Cancer,4.48
1618,"Intellectual Developmental Disorder, Autosomal Recessive 58",5.66
1619,"Myopathy, X-Linked, With Excessive Autophagy",1.2
1620,Hepatitis C Virus,4.6
1621,Proximal Symphalangism,1.18
1622,Dyskeratosis Congenita,1.61
1623,Keratoacanthoma,2.05
1624,Epulis,2.54
1625,Immunodeficiency 92,2.83
1626,Camurati-Engelmann Disease,5.52
1627,Pulmonary Emphysema,0.97
1628,Bronchiolitis,2.24
1629,Rhabdomyosarcoma,10.55
1630,Anisakiasis,1.29
1631,Sclerosteosis,1.09
1632,Cholangitis,1.01
1633,"Dyssegmental Dysplasia, Silverman-Handmaker Type",2.72
1634,Papilloma,2.0
1635,Patulous Eustachian Tube,1.5
1636,Cutis Laxa,3.06
1637,"Charcot-Marie-Tooth Disease, Axonal, Type 2ee",1.17
1638,Bloom Syndrome,6.7
1639,Ectopia Lentis Et Pupillae,1.43
1640,Fallopian Tube Disease,3.25
1641,Early Invasive Cervical Adenocarcinoma,1.5
1642,Neonatal Thyrotoxicosis,1.38
1643,Rickets,1.19
1644,Cheilitis,1.16
1645,"Maturity-Onset Diabetes Of The Young, Type 13",1.34
1646,"Deafness, Autosomal Dominant 6",1.42
1647,Testicular Fibroma,1.24
1648,Sublingual Gland Adenoid Cystic Carcinoma,1.36
1649,Age Related Macular Degeneration,2.65
1650,Developmental And Epileptic Encephalopathy 65,2.36
1651,Thyroid Cancer,0.98
1652,"Muscular Dystrophy-Dystroglycanopathy  , Type C, 5",1.91
1653,Spinal Muscular Atrophy,3.54
1654,Glioblastoma,11.41
1655,"Myopathy, Lactic Acidosis, And Sideroblastic Anemia 3",1.31
1656,Multiple System Atrophy,1.15
1657,Gonadal Dysgenesis,1.03
1658,Iris Spindle Cell Melanoma,1.39
1659,Gingival Overgrowth,2.17
1660,Frozen Shoulder,1.26
1661,Trilateral Retinoblastoma,1.27
1662,Cerebellopontine Angle Tumor,1.33
1663,Taeniasis,1.16
1664,Congenital Central Hypoventilation Syndrome,0.95
1665,X-Linked Chondrodysplasia Punctata 2,2.48
1666,Megalencephaly-Polymicrogyria-Polydactyly-Hydrocephalus Syndrome 2,2.83
1667,Endocrine Gland Cancer,0.89
1668,Wilms Tumor 1,6.52
1669,Cardiovascular Organ Benign Neoplasm,1.98
1670,Ocular Hypertension,2.14
1671,Exudative Vitreoretinopathy,0.95
1672,Osteochondrodysplasia,4.88
1673,Syphilis,1.07
1674,"Maturity-Onset Diabetes Of The Young, Type 10",1.2
1675,"Mucopolysaccharidosis, Type Vii",2.24
1676,Fallopian Tube Carcinoma,2.54
1677,Cerebral Artery Occlusion,1.16
1678,Vein Disease,1.02
1679,Holoprosencephaly,2.7
1680,Shigellosis,1.1
1681,"Muscular Dystrophy, Congenital, Megaconial Type",1.24
1682,Kidney Osteogenic Sarcoma,3.0
1683,Cerebral Palsy,0.81
1684,Hailey-Hailey Disease,1.16
1685,Mevalonic Aciduria,1.15
1686,"Muscular Dystrophy, Limb-Girdle, Autosomal Recessive 1",0.92
1687,Angiodysplasia,1.25
1688,Phototoxic Dermatitis,2.66
1689,"Maturity-Onset Diabetes Of The Young, Type 8, With Exocrine Dysfunction",1.27
1690,Polycystic Liver Disease,1.78
1691,Metatypical Basal Cell Carcinoma,1.24
1692,Ankylosis,1.11
1693,Lymphohistiocytoid Mesothelioma,1.21
1694,Inflammatory Myofibroblastic Tumor,0.99
1695,Otitis Media,1.92
1696,Thrombophlebitis,1.16
1697,Ovarian Cancer,25.73
1698,Multisystem Proteinopathy,4.58
1699,Pleomorphic Xanthoastrocytoma,1.18
1700,Spinal Cancer,1.17
1701,Baller-Gerold Syndrome,2.26
1702,Cervical Squamous Cell Carcinoma,5.01
1703,Apocrine Sweat Gland Neoplasm,1.21
1704,Microcystic Meningioma,1.36
1705,Retinal Cancer,1.9
1706,Fanconi Syndrome,1.04
1707,Peyronie'S Disease,4.9
1708,Male Infertility,3.9
1709,"Psoriasis 14, Pustular",3.6100000000000003
1710,Desmosterolosis,5.66
1711,Spastic Ataxia,0.83
1712,Thyroid Hormone Resistance Syndrome,2.16
1713,Double Pterygium,1.42
1714,Cerebral Falx Meningioma,1.42
1715,Hypotrichosis 10,1.5
1716,Amebiasis,1.07
1717,"Lymphoma, Mucosa-Associated Lymphoid Type",0.94
1718,"3-Methylglutaconic Aciduria, Type Iii",0.83
1719,Macs Syndrome,1.78
1720,Cervical Cancer,8.1
1721,Internal Hordeolum,1.24
1722,"Nevus, Epidermal",1.02
1723,Pervasive Developmental Disorder,0.87
1724,Intracranial Hypertension,2.18
1725,Breast Lobular Carcinoma,2.12
1726,Cystadenoma,2.5
1727,Leigh Syndrome,1.54
1728,Inflammatory Bowel Disease,4.08
1729,"Myopathy, Distal, 3",4.94
1730,Bone Benign Neoplasm,2.2
1731,Tularemia,1.15
1732,Metachromatic Leukodystrophy,0.91
1733,Myoma,1.09
1734,Pituitary-Dependent Cushing'S Disease,2.66
1735,Smooth Muscle Tumor,2.28
1736,Revesz Syndrome,1.24
1737,Middle Ear Disease,1.04
1738,Autism Spectrum Disorder,9.83
1739,Polycystic Kidney Disease 3,2.7
1740,Sublingual Gland Cancer,2.58
1741,Spastic Cerebral Palsy,2.67
1742,Cerebrovascular Disease,0.81
1743,Amyotrophic Lateral Sclerosis 3,1.27
1744,Adenoid Cystic Carcinoma,7.550000000000001
1745,Pericardial Effusion,1.08
1746,Trichothiodystrophy,3.72
1747,"Leber Hereditary Optic Neuropathy, Modifier Of",0.82
1748,Chromosome Xp11.22 Duplication Syndrome,1.35
1749,Inflammatory Bowel Disease   1,1.06
1750,Ataxia-Telangiectasia,2.99
1751,Cone-Rod Dystrophy 2,2.17
1752,Nephronophthisis,1.67
1753,Cysticercosis,1.16
1754,"Mucopolysaccharidosis, Type Iiia",1.0
1755,Bullous Keratopathy,2.53
1756,Abdominal Obesity-Metabolic Syndrome 3,1.23
1757,Hemolytic-Uremic Syndrome,1.03
1758,Cerebral Cavernous Malformations,1.01
1759,"Vacterl Association, X-Linked, With Or Without Hydrocephalus",1.34
1760,"Glaucoma 3, Primary Congenital, A",1.99
1761,Diverticulitis,1.14
1762,Chronic Pulmonary Heart Disease,1.16
1763,"Polyposis Syndrome, Hereditary Mixed, 1",4.72
1764,Chronic Asthma,2.02
1765,Cortisone Reductase Deficiency 2,1.39
1766,Immunodeficiency 40,1.21
1767,"Palmoplantar Keratoderma, Punctate Type Ii",5.66
1768,"Epilepsy, Idiopathic Generalized 5",1.5
1769,Cystinuria,1.04
1770,Hereditary Wilms' Tumor,2.54
1771,"Brachydactyly, Type C",1.15
1772,Histiocytic Sarcoma,1.16
1773,"Contractural Arachnodactyly, Congenital",2.16
1774,Gm1 Gangliosidosis,1.03
1775,Thyroid Gland Follicular Carcinoma,2.01
1776,"Immunodeficiency 14a With Lymphoproliferation, Autosomal Dominant",2.79
1777,Female Reproductive Endometrioid Cancer,3.4499999999999997
1778,Alzheimer'S Disease,8.57
1779,Chromosome 2p16.1-P15 Deletion Syndrome,1.17
1780,Dementia,2.88
1781,Renal Oncocytoma,0.9
1782,Tetralogy Of Fallot,5.65
1783,"Microcephaly 7, Primary, Autosomal Recessive",1.21
1784,Breast Disease,6.260000000000001
1785,Chromosomal Deletion Syndrome,1.92
1786,Cerebrotendinous Xanthomatosis,1.14
1787,Gastrointestinal Defects And Immunodeficiency Syndrome 1,1.11
1788,Pseudopterygium,1.42
1789,"Paget Disease Of Bone 2, Early-Onset",2.79
1790,Ureterocele,2.52
1791,Myeloid Leukemia,3.0
1792,Megalencephaly-Polymicrogyria-Postaxial Polydactyly-Hydrocephalus Syndrome,2.83
1793,Supratentorial Meningioma,1.42
1794,Bronchiectasis 1,1.2
1795,"Aortic Aneurysm, Familial Thoracic 1",4.5
1796,"Cleft Palate, Isolated",2.44
1797,Tuberous Sclerosis 1,1.8599999999999999
1798,Biliary Atresia,1.2
1799,Thalassemia,0.97
1800,"Agammaglobulinemia 7, Autosomal Recessive",2.83
1801,Hemoglobinopathy,0.96
1802,Dermatofibrosarcoma Protuberans,1.08
1803,Heart Conduction Disease,0.89
1804,Endometrial Hyperplasia,3.4699999999999998
1805,Bardet-Biedl Syndrome 3,1.24
1806,Autoimmune Uveitis,1.11
1807,Hydrarthrosis,1.39
1808,"Mitochondrial Complex I Deficiency, Nuclear Type 20",2.32
1809,Autosomal Dominant Cerebellar Ataxia,4.17
1810,Familiar Ovarian Carcinoma,2.52
1811,Hemoglobin E Disease,1.17
1812,Hyperparathyroidism,2.34
1813,Chronic Myelomonocytic Leukemia,1.05
1814,Hidradenitis Suppurativa,1.12
1815,Familial Hypocalciuric Hypercalcemia,2.28
1816,"Multiple Endocrine Neoplasia, Type Iia",2.26
1817,Nephrocalcinosis,2.12
1818,Major Depressive Disorder,0.85
1819,Microvascular Complications Of Diabetes 3,1.09
1820,Hypermobility Syndrome,1.22
1821,Immune Dysregulation-Inflammatory Bowel Disease-Arthritis-Recurrent Infections Syndrome,2.55
1822,Opiate Dependence,1.14
1823,Cataract,7.72
1824,T-Cell Acute Lymphoblastic Leukemia,7.449999999999999
1825,Aortitis,1.2
1826,Behavioral Variant Of Frontotemporal Dementia,2.36
1827,Kuhnt-Junius Degeneration,1.13
1828,Lipid Pneumonia,1.36
1829,Renal Cell Carcinoma,6.21
1830,Cervicitis,1.16
1831,Atrial Heart Septal Defect,4.470000000000001
1832,"Intellectual Developmental Disorder, Autosomal Dominant 48",2.35
1833,Potter'S Syndrome,1.26
1834,"Myopathy, Distal, With Rimmed Vacuoles",2.83
1835,"Desmoid Disease, Hereditary",1.24
1836,Pain Disorder,0.99
1837,Neonatal Diabetes,1.07
1838,Endometrial Disease,1.09
1839,Combined Oxidative Phosphorylation Deficiency 32,1.28
1840,Osteopoikilosis,5.65
1841,Low Grade Glioma,0.97
1842,"Macular Degeneration, Age-Related, 1",1.17
1843,Fabry Disease,1.9
1844,Dysplastic Nevus Syndrome,2.46
1845,"Congenital Lipomatous Overgrowth, Vascular Malformations, And Epidermal Nevi",3.36
1846,Leptin Deficiency Or Dysfunction,1.84
1847,Migraine With Or Without Aura 1,2.44
1848,Skin Disease,3.75
1849,Atrial Septal Defect 9,5.2
1850,Mineral Metabolism Disease,2.0
1851,Osteonecrosis,1.06
1852,Amblyopia,0.99
1853,"Esophagitis, Eosinophilic, 1",1.04
1854,Ovarian Dysgenesis 4,2.83
1855,Pituitary Cancer,2.22
1856,Cerebellar Disease,1.78
1857,Benign Breast Phyllodes Tumor,1.36
1858,Adenosarcoma,1.21
1859,Benign Epilepsy With Centrotemporal Spikes,1.66
1860,"Fanconi Anemia, Complementation Group Q",2.4
1861,Malaria,2.35
1862,Pediatric Systemic Lupus Erythematosus,5.32
1863,"Leukemia, Acute Monocytic",1.07
1864,Primary Bacterial Infectious Disease,1.86
1865,Keratoconus,4.49
1866,Newcastle Disease,1.13
1867,Adrenal Cortical Carcinoma,8.32
1868,Anaplastic Large Cell Lymphoma,2.19
1869,"Deafness, Onychodystrophy, Osteodystrophy, Impaired Intellectual Development, And Seizures Syndrome",1.13
1870,Refractive Error,2.94
1871,Carotid Stenosis,1.09
1872,Clonorchiasis,1.21
1873,Cholecystitis,1.11
1874,Dysentery,1.08
1875,Germ Cell Cancer,2.9
1876,Loeys-Dietz Syndrome 3,4.97
1877,Developmental And Epileptic Encephalopathy 66,5.38
1878,Plasma Protein Metabolism Disease,1.06
1879,Osteosclerosis,1.03
1880,Phacolytic Glaucoma,1.46
1881,"Leukemia, Acute Myeloid",9.2
1882,Oral Submucous Fibrosis,4.529999999999999
1883,Desmoplastic Small Round Cell Tumor,1.09
1884,Allan-Herndon-Dudley Syndrome,1.18
1885,Epidermolysis Bullosa,3.87
1886,Goiter,3.31
1887,Developmental And Epileptic Encephalopathy 24,1.23
1888,Optic Nerve Sheath Meningioma,1.36
1889,Isolated Complex Iii Deficiency,2.25
1890,Mixed Lacrimal Gland Cancer,1.24
1891,Nephrotic Syndrome,0.82
1892,Congenital Hypothyroidism,2.71
1893,Malignant Childhood Germ Cell Neoplasm,1.5
1894,Conidiobolomycosis,1.23
1895,Skin Melanoma,5.24
1896,Lacrimal Apparatus Disease,1.06
1897,Bartter Disease,0.95
1898,Cinca Syndrome,2.26
1899,Fibroma,2.46
1900,"46,Xy Sex Reversal 5",2.83
1901,Ductal Carcinoma In Situ,3.05
1902,"Blood Group, Globoside System",2.59
1903,Non-Specific Syndromic Intellectual Disability,4.71
1904,Immunodeficiency 12,2.78
1905,Plantar Fasciitis,1.27
1906,Pheochromocytoma,10.18
1907,Tetanus,4.06
1908,Portal Hypertension,2.07
1909,Schuurs-Hoeijmakers Syndrome,2.46
1910,Diffuse Mesangial Sclerosis,1.25
1911,Parkinson'S Disease,7.16
1912,Schnitzler Syndrome,1.27
1913,Trachea Adenoid Cystic Carcinoma,1.39
1914,"Cutis Laxa, Autosomal Recessive, Type Ib",1.26
1915,Beta-Thalassemia Major,2.02
1916,"Hypophosphatemic Rickets With Hypercalciuria, Hereditary",1.2
1917,Hematologic Cancer,2.46
1918,"Parkinson Disease, Late-Onset",0.9
1919,Choroid Plexus Meningioma,1.46
1920,Borst-Jadassohn Intraepidermal Carcinoma,1.15
1921,Congenital Hemidysplasia With Ichthyosiform Erythroderma And Limb Defects,2.46
1922,Gestational Diabetes,0.99
1923,Hepatosplenic T-Cell Lymphoma,4.77
1924,Pancreatic Ductal Adenocarcinoma,2.02
1925,Moyamoya Disease 1,2.86
1926,Osteoblastoma,1.19
1927,Ovarian Serous Cystadenocarcinoma,2.9699999999999998
1928,Hypersensitivity Reaction Type Iv Disease,1.01
1929,Childhood Type Dermatomyositis,0.45
1930,Serous Cystadenocarcinoma,2.06
1931,Dupuytren Contracture,1.5
1932,Gliosarcoma,2.57
1933,Stereotypic Movement Disorder,1.0
1934,Unilateral Retinoblastoma,2.51
1935,Diamond-Blackfan Anemia 20,2.51
1936,Alcohol-Related Neurodevelopmental Disorder,2.34
1937,Galloway-Mowat Syndrome 4,1.34
1938,Goat Milk Allergy,1.36
1939,Commensal Bacterial Infectious Disease,1.02
1940,Beta-Thalassemia,0.91
1941,Acrodermatitis Enteropathica,1.2
1942,Nephrogenic Systemic Fibrosis,3.7199999999999998
1943,Deficiency Anemia,7.11
1944,Polycystic Liver Disease 1 With Or Without Kidney Cysts,2.12
1945,Histiocytoid Hemangioma,1.23
1946,Sotos Syndrome,0.95
1947,Oculopharyngeal Muscular Dystrophy 1,2.06
1948,Retrograde Amnesia,1.21
1949,Precursor T-Cell Acute Lymphoblastic Leukemia,1.31
1950,Radiation Cystitis,1.31
1951,Superficial Basal Cell Carcinoma,1.23
1952,Interstitial Lung Disease,1.9
1953,"Optic Atrophy 3, Autosomal Dominant",1.12
1954,Porokeratosis,2.08
1955,Ovarian Cystadenocarcinoma,3.0300000000000002
1956,Gastroesophageal Reflux,1.81
1957,Nasopharyngeal Carcinoma,6.64
1958,Severe Combined Immunodeficiency,1.64
1959,Audiogenic Seizures,1.5
1960,Dysgerminoma,2.6
1961,Primary Hyperoxaluria,2.83
1962,Multiple Acyl-Coa Dehydrogenase Deficiency,2.04
1963,Skin Atrophy,1.13
1964,Rheumatoid Arthritis,8.22
1965,"Aortic Aneurysm, Familial Thoracic 4",1.87
1966,Bone Marrow Cancer,0.93
